1.218588142,0.395977878,-1.86438338,1.547804155,-1.244605191,0.916042872,-0.549948948,0.243248457,3.101840321
1.915723995,0.529882815,-1.93204794,1.573224229,-1.159730831,0.854300269,-0.480163126,0.209224548,3.091436528
2.261911841,0.61082166,-1.981797016,1.60185949,-1.077470531,0.779715769,-0.40960459,0.162099211,3.075130036
2.087942945,0.644736407,-2.091981677,1.830969907,-1.255493407,0.913462545,-0.478826451,0.161305489,3.375619926
1.965850116,0.658414294,-2.13060859,1.8988296,-1.257798034,0.888767308,-0.446607874,0.132480903,3.425495558
1.882254496,0.682799927,-2.09117529,1.778613918,-1.048048362,0.686805743,-0.307445377,0.075864367,3.194818793
2.118293685,0.721022143,-2.015522327,1.584760877,-0.777202215,0.455170794,-0.159598384,0.020774505,2.900159348
2.435164782,0.783195155,-1.971011174,1.483596694,-0.632712752,0.338739902,-0.08974553,-0.004706821,2.75845804
2.650831833,0.844255244,-2.00319876,1.573134862,-0.698974525,0.372627834,-0.112529937,0.002744096,2.850902659
2.766134846,0.887010467,-2.071046444,1.758175115,-0.881015785,0.490873539,-0.181780162,0.022981027,3.071014638
2.874076342,0.936351698,-2.130805543,1.931231823,-1.064169807,0.616773882,-0.252666852,0.042923647,3.293712039
3.042657593,0.991064323,-2.149211543,1.999557807,-1.126670647,0.650928608,-0.271679224,0.048890717,3.374409042
3.195482716,1.044360437,-2.111757277,1.924580444,-1.017262505,0.551101416,-0.213427082,0.031115275,3.247858331
3.664848255,1.106400019,-2.086233782,1.885918364,-0.959487153,0.495006599,-0.177466179,0.018791139,3.179080677
4.009551171,1.173945574,-2.078123253,1.894530145,-0.963158014,0.488004717,-0.168624647,0.015304208,3.178416458
4.142370437,1.231415472,-2.07194631,1.909270404,-0.976978942,0.491150195,-0.167929489,0.015688942,3.187857872
4.169039963,1.27717173,-2.060157198,1.910314548,-0.975599556,0.484131937,-0.163174094,0.015040535,3.179084708
4.189274075,1.324804337,-2.050743467,1.918288063,-0.984350283,0.4851088,-0.161312649,0.014282517,3.180547068
4.487557347,1.373583698,-2.04497612,1.936277251,-1.007451295,0.498061448,-0.165270119,0.015534388,3.197135557
4.686970769,1.404600561,-2.033655556,1.94016145,-1.013949759,0.499883804,-0.165662783,0.017739305,3.19463897
