0.5538816379,0.6279051953,0.6852303785,0.7182242674,0.7724733591,0.587573073,0.6002521548,0.6180339887,0.6577136098,0.6677714217,0.2097685727,0.2223914865,0.2239461811,0.2302263402,0.2371427281,0.0628140151,0.0637661474,0.0647213595,0.0673623332,0.0682663098
1.1059925718,1.2533323356,1.3673647615,1.4330190231,1.5409153733,1.118765721,1.1422127273,1.1755705046,1.2492457007,1.2675585641,0.3409553898,0.3606565351,0.3623525327,0.3716619432,0.3819458179,0.0744794345,0.075285368,0.0760845213,0.0787090246,0.0795562576
1.6545677582,1.8738131459,2.0433211418,2.1409711312,2.3013157361,1.5426074882,1.5732509373,1.6180339887,1.7150741773,1.7382984718,0.3444163386,0.3624921272,0.3623525327,0.3697597424,0.3780252301,0.0254972663,0.0251193641,0.0247213595,0.0246046498,0.024447038
2.1978534573,2.4868988716,2.7100454257,2.8387001294,3.0497061084,1.8184287456,1.8515078775,1.9021130326,2.0083256958,2.0320661927,0.2188549072,0.2272038936,0.2239461811,0.2252533543,0.2269075797,-0.044246978,-0.0456282436,-0.0470228202,-0.0499599018,-0.051066145
2.7341128392,3.0901699437,3.3645252316,3.5228743706,3.7821808284,1.9197631344,1.9499615087,2,2.0994922293,2.118953908,0.0113078733,0.0059687806,4.67E-17,-0.0061258538,-0.0125643036,-0.0779615117,-0.078990254,-0.08,-0.082979931,-0.0839585511
3.2616315363,3.6812455268,4.0038035006,4.1902269314,4.494917294,1.836887139,1.8590508189,1.9021130326,1.979400272,1.9901157782,-0.2004752219,-0.2175242077,-0.2239461811,-0.2351425213,-0.2471438452,-0.0481930498,-0.0476314338,-0.0470228202,-0.0469973905,-0.0467775518
3.7787231243,4.2577929157,4.6249918574,4.837571212,5.184195912,1.5777531046,1.5876043113,1.6180339887,1.6601339102,1.6586685184,-0.3371579592,-0.3587319564,-0.3623525327,-0.3734724419,-0.3854894713,0.0208183552,0.0227543017,0.0247213595,0.0280661745,0.0294448829
4.2837345132,4.817536741,5.2252836599,5.4618161516,5.8464195101,1.1672261716,1.1619826516,1.1755705046,1.1738188785,1.1583560151,-0.34753739,-0.3642382798,-0.3623525327,-0.367766309,-0.373731577,0.0728776575,0.0744962523,0.0760845213,0.0797911064,0.0810920577
4.7750512321,5.3582679498,5.8019666807,6.0599809886,6.478132109,0.6446983476,0.6235187359,0.6180339887,0.5693899517,0.5401139384,-0.2277252583,-0.2319602414,-0.2239461811,-0.2202247905,-0.2164485009,0.0655936774,0.065199542,0.0647213595,0.065165159,0.0650582571
5.2511025908,5.8778525229,6.352435361,6.6292094934,7.076036959,0.0603086574,0.0245037778,2.45E-16,-0.0923330485,-0.1331159014,-0.022604587,-0.0119360884,-9.33E-17,0.012250196,0.0251162078,0.0048976605,0.00248145,2.94E-17,-0.0036493538,-0.0052744036
5.7103667008,6.3742398975,6.8742025832,7.1667836072,7.6370137444,-0.5298679347,-0.5768907869,-0.6180339887,-0.7447651638,-0.7927935162,0.1909840264,0.2126032581,0.2239461811,0.2400006844,0.2569010613,-0.0597864545,-0.0622698233,-0.0647213595,-0.0694292198,-0.0712049466
6.1513753406,6.8454710593,7.3649109081,7.6701364205,8.1581348678,-1.0692011837,-1.1222624344,-1.1755705046,-1.3222563185,-1.3717586385,0.3330277945,0.3567188659,0.3623525327,0.3751907919,0.3886526932,-0.0757872752,-0.0760001861,-0.0760845213,-0.0774747092,-0.0777064854
6.5727186501,7.2896862742,7.8223432262,8.13686443,8.6366807287,-1.5059395045,-1.5586491287,-1.6180339887,-1.7666972669,-1.8110681552,0.350315464,0.3658945621,0.3623525327,0.3656821347,0.3690690959,-0.0300755514,-0.0274596366,-0.0247213595,-0.0210955365,-0.0193527118
6.9730496367,7.7051324278,8.2444327752,8.5647390153,9.0701539161,-1.7981757826,-1.8436725616,-1.9021130326,-2.0333667554,-2.0659969703,0.2363708721,0.2366593566,0.2239461811,0.2151418895,0.2057758135,0.0401262836,0.0435800238,0.0470228202,0.0528257842,0.0551532035
7.3510884824,8.0901699437,8.6292724778,8.9517170808,9.4562922419,-1.9178685599,-1.9496535871,-2,-2.0954315371,-2.110591365,0.0338789928,0.0179004513,1.40E-16,-0.0183715158,-0.0376433253,0.0776538332,0.0789123001,0.08,0.0828194369,0.083627205
7.7056266349,8.443279255,8.9751235582,9.2959508112,9.793080547,-1.8535327466,-1.8663001947,-1.9021130326,-1.9466464294,-1.940311286,-0.1813043526,-0.2076298518,-0.2239461811,-0.2447996309,-0.266404747,0.0519489257,0.0495876175,0.0470228202,0.04394398,0.0423043489
8.0355306714,8.7630668004,9.2804233982,9.5957964946,10.0787612176,-1.6113416691,-1.6017069842,-1.6180339887,-1.6019827272,-1.5724925582,-0.3285689715,-0.3546177604,-0.3623525327,-0.3768165692,-0.3914323617,-0.0160572835,-0.0203667837,-0.0247213595,-0.0314734155,-0.0343265223
8.3397459216,9.0482705247,9.5437925978,9.8498223719,10.3118433577,-1.2145347109,-1.1815690853,-1.1755705046,-1.0961217372,-1.0445819641,-0.3527478189,-0.3674605653,-0.3623525327,-0.3635077339,-0.3640423883,-0.0709882657,-0.0736336179,-0.0760845213,-0.0807188617,-0.0823078244
8.6172998399,9.2977648589,9.764041207,10.0568154727,10.4911105701,-0.7011873828,-0.6466868561,-0.6180339887,-0.4799650191,-0.4103248723,-0.2447832163,-0.2413000796,-0.2239461811,-0.2100059055,-0.1949000503,-0.0681144715,-0.0665685926,-0.0647213595,-0.062841947,-0.0615934491
8.8673051142,9.510565163,9.9401741024,10.2157874076,10.6156273041,-0.1205577975,-0.0490036861,-4.90E-16,0.1844875128,0.2657064552,-0.0451199641,-0.0238603974,-1.87E-16,0.0244883026,0.0501332934,-0.0097759922,-0.004960451,-5.88E-17,0.0072916493,0.0105279916
9.0889625027,9.6858316113,10.0713954838,10.3259790875,10.684743738,0.4716398807,0.5534383213,0.6180339887,0.8303762447,0.9146868168,0.1714457533,0.2026052159,0.2239461811,0.2495381768,0.2756455234,0.0565229442,0.0607120465,0.0647213595,0.0713618212,0.0738625701
9.2815633889,9.8228725073,10.1571124689,10.3868643487,10.6980991705,1.0185814739,1.1021349233,1.1755705046,1.3927095199,1.4705450083,0.3237858906,0.3524291583,0.3623525327,0.3783493726,0.3938257338,0.0767960181,0.0766400011,0.0760845213,0.0760905477,0.0755500411
9.4444920472,9.9211470131,10.1969377729,10.3981524648,10.6556239029,1.4677853403,1.5438011914,1.6180339887,1.8149033331,1.87669038,0.3548320543,0.3689359032,0.3623525327,0.3612436429,0.3586564147,0.034535142,0.0297728098,0.0247213595,0.0175456217,0.0141820094
