-3.33E-18,2.44E-20,1.62E-19,-3.29E-18,2.60E-18,-4.83E-19,1.04E-17,-9.98E-18,6.04E-19,-7.03E-18,-1.04E-17,-3.04E-18,2.06E-17,1.80E-18,-9.84E-18,-3.33E-18,-1.73E-17,1.30E-17,-1.44E-18,4.97E-18,-6.18E-18,-3.79E-18,9.57E-18,-2.24E-17,-1.90E-17,1.25E-17,1.82E-17,8.00E-18,3.93E-18,1.41E-17,-1.09E-18,-8.98E-18,-6.31E-18,-2.79E-18,-1.18E-17,1.48E-18,-4.69E-18,3.49E-17,-9.37E-18,9.69E-18,-1.85E-17,6.94E-18,2.62E-17,-9.08E-19,-2.77E-17,-1.23E-17,1.29E-17,3.40E-18,1.74E-17,-2.49E-17
-0.039249254,-0.044818054,-0.050361924,-0.055880921,-0.0613751,-0.066844514,-0.072289221,-0.077709274,-0.083104729,-0.08847564,-0.093822062,-0.09914405,-0.104441658,-0.109714941,-0.114963953,-0.120188748,-0.125389382,-0.130565907,-0.135718378,-0.140846849,-0.145951374,-0.151032007,-0.156088801,-0.161121811,-0.166131089,-0.171116689,-0.176078665,-0.18101707,-0.185931957,-0.19082338,-0.195691391,-0.200536043,-0.20535739,-0.210155485,-0.214930379,-0.219682127,-0.22441078,-0.22911639,-0.233799011,-0.238458695,-0.243095494,-0.247709461,-0.252300646,-0.256869103,-0.261414884,-0.26593804,-0.270438623,-0.274916685,-0.279372278,-0.283805453
-0.015793711,-0.023958692,-0.031881919,-0.039565919,-0.047013203,-0.054226262,-0.061207576,-0.067959603,-0.074484789,-0.080785563,-0.086864337,-0.092723508,-0.098365456,-0.103792548,-0.109007132,-0.114011542,-0.118808096,-0.123399097,-0.127786833,-0.131973575,-0.135961581,-0.139753091,-0.143350334,-0.14675552,-0.149970845,-0.152998493,-0.155840628,-0.158499405,-0.160976961,-0.163275418,-0.165396884,-0.167343455,-0.16911721,-0.170720214,-0.172154518,-0.17342216,-0.174525162,-0.175465534,-0.17624527,-0.176866351,-0.177330745,-0.177640405,-0.177797272,-0.177803271,-0.177660315,-0.177370304,-0.176935124,-0.176356647,-0.175636733,-0.174777227
-0.046296148,-0.055748439,-0.064473494,-0.07249106,-0.079820568,-0.086481138,-0.092491583,-0.097870412,-0.102635833,-0.106805758,-0.110397804,-0.1134293,-0.115917286,-0.11787852,-0.119329479,-0.120286363,-0.120765098,-0.120781342,-0.120350482,-0.119487644,-0.118207691,-0.11652523,-0.11445461,-0.112009932,-0.109205045,-0.106053555,-0.102568823,-0.098763971,-0.094651883,-0.090245211,-0.085556373,-0.080597561,-0.075380739,-0.069917651,-0.064219818,-0.058298544,-0.052164921,-0.045829825,-0.039303925,-0.032597684,-0.025721357,-0.018685001,-0.011498472,-0.004171431,0.003286656,0.010866516,0.018559064,0.0263554,0.034246811,0.042224765
-0.093014413,-0.111620761,-0.128711006,-0.144361884,-0.158647818,-0.17164096,-0.183411249,-0.194026452,-0.203552213,-0.212052098,-0.219587642,-0.22621839,-0.232001943,-0.236994003,-0.24124841,-0.244817187,-0.247750581,-0.250097102,-0.251903562,-0.253215113,-0.254075289,-0.254526041,-0.25460777,-0.25435937,-0.253818259,-0.253020417,-0.252000415,-0.250791455,-0.249425399,-0.247932803,-0.24634295,-0.244683877,-0.242982411,-0.241264196,-0.239553726,-0.237874369,-0.236248401,-0.234697029,-0.233240425,-0.231897745,-0.230687164,-0.229625895,-0.228730221,-0.228015513,-0.227496261,-0.227186096,-0.227097812,-0.227243391,-0.227634027,-0.228280145
-0.161416354,-0.193269329,-0.222264142,-0.248612391,-0.27251543,-0.294164718,-0.313742169,-0.331420477,-0.347363442,-0.361726288,-0.374655965,-0.386291453,-0.396764047,-0.406197643,-0.41470901,-0.422408061,-0.429398107,-0.435776114,-0.441632948,-0.447053609,-0.452117468,-0.456898488,-0.461465444,-0.465882137,-0.470207594,-0.474496276,-0.478798265,-0.483159456,-0.487621737,-0.492223169,-0.496998156,-0.501977611,-0.507189118,-0.512657088,-0.518402911,-0.524445101,-0.530799441,-0.537479116,-0.54449485,-0.551855034,-0.559565848,-0.567631383,-0.576053758,-0.584833231,-0.593968309,-0.603455851,-0.613291171,-0.623468134,-0.633979253,-0.644815775
-0.192183614,-0.244299251,-0.291258718,-0.333547055,-0.371615891,-0.405885118,-0.436744507,-0.464555254,-0.489651476,-0.512341632,-0.532909904,-0.551617508,-0.568703962,-0.584388294,-0.598870208,-0.612331196,-0.624935599,-0.636831639,-0.648152384,-0.659016693,-0.669530104,-0.679785689,-0.689864873,-0.699838211,-0.709766133,-0.719699655,-0.729681049,-0.739744496,-0.749916695,-0.760217445,-0.770660208,-0.781252625,-0.79199703,-0.802890915,-0.813927387,-0.825095592,-0.836381123,-0.847766397,-0.859231022,-0.870752133,-0.882304719,-0.89386192,-0.905395315,-0.916875189,-0.928270786,-0.93955054,-0.950682298,-0.961633524,-0.972371492,-0.982863461
-0.183508038,-0.244763507,-0.297145792,-0.341651435,-0.379187402,-0.410577208,-0.436566711,-0.457829595,-0.474972552,-0.488540178,-0.499019598,-0.506844824,-0.512400875,-0.516027646,-0.518023558,-0.518648989,-0.518129499,-0.516658858,-0.514401888,-0.511497121,-0.508059297,-0.504181691,-0.499938291,-0.495385831,-0.490565681,-0.48550561,-0.48022142,-0.474718467,-0.468993064,-0.463033781,-0.456822645,-0.450336243,-0.443546735,-0.436422785,-0.428930408,-0.421033747,-0.412695771,-0.403878914,-0.394545648,-0.384658992,-0.374182977,-0.363083048,-0.351326421,-0.338882399,-0.325722638,-0.31182138,-0.297155642,-0.281705382,-0.26545362,-0.248386538
-0.222215643,-0.290631725,-0.344993408,-0.387197054,-0.41892897,-0.441683872,-0.456782044,-0.465385288,-0.468511721,-0.467049496,-0.4617695,-0.453337104,-0.44232301,-0.429213251,-0.414418406,-0.39828207,-0.381088626,-0.363070368,-0.344414015,-0.325266655,-0.305741157,-0.285921091,-0.265865176,-0.245611312,-0.225180201,-0.2045786,-0.183802234,-0.162838383,-0.141668179,-0.120268628,-0.098614384,-0.076679287,-0.054437692,-0.031865606,-0.008941638,0.014352201,0.03802986,0.062100731,0.086569266,0.111434689,0.136690823,0.162325993,0.188323012,0.214659234,0.241306675,0.268232177,0.295397627,0.322760213,0.350272709,0.377883794
-0.307376746,-0.384997802,-0.442079838,-0.481996098,-0.507673032,-0.521638659,-0.526066668,-0.522816577,-0.51347023,-0.499364904,-0.481623294,-0.461180606,-0.438808977,-0.415139453,-0.390681696,-0.365841617,-0.340937109,-0.316212031,-0.291848591,-0.267978283,-0.244691479,-0.222045825,-0.200073531,-0.178787669,-0.158187569,-0.138263407,-0.119000065,-0.10038033,-0.082387521,-0.065007584,-0.048230737,-0.032052704,-0.01647559,-0.00150845,0.012832412,0.026523381,0.039533659,0.051825565,0.06335497,0.07407184,0.083920877,0.092842224,0.100772215,0.107644169,0.113389197,0.117937014,0.121216754,0.123157762,0.123690369,0.122746637
