0.170259344,0.18693515,0.867473184,0.774073223,0.98951116,1,1,1,0.905515791
0.267662141,0.25014964,0.898956618,0.78678607,0.922032632,0.932598566,0.873104908,0.860126927,0.902478627
0.316030998,0.288359641,0.922104212,0.801106867,0.856632386,0.85117825,0.744804751,0.666393582,0.897718296
0.29172432,0.304370279,0.973371693,0.915687409,0.998167729,0.997183181,0.870674364,0.663130575,0.985439878
0.274665689,0.310827401,0.991344289,0.949624759,1,0.970224577,0.812089696,0.544632037,1
0.262985832,0.322339489,0.972996491,0.889503625,0.833240579,0.749752838,0.559043485,0.311880158,0.932658863
0.295964881,0.340383617,0.937796157,0.79255567,0.617907004,0.496888091,0.290205817,0.085404469,0.846639355
0.340237645,0.369734553,0.917085701,0.741962392,0.503032073,0.36978608,0.163188838,-0.019349848,0.805272695
0.370370328,0.398560095,0.932062163,0.786741377,0.555712845,0.406779906,0.204618878,0.011281041,0.83225992
0.386480296,0.418744187,0.963630803,0.879281964,0.700442966,0.535863062,0.330540066,0.094475531,0.896516894
0.401561723,0.442037434,0.991435929,0.965829453,0.846057776,0.673302419,0.459436921,0.176460102,0.961528626
0.425115647,0.467866434,1,1,0.895748456,0.710587493,0.49400808,0.200990861,0.985086387
0.446468149,0.493026721,0.98257302,0.962503028,0.808764585,0.601610943,0.388085263,0.127915612,0.948142619
0.512047212,0.522314667,0.970697272,0.943167713,0.762830858,0.540374926,0.322695734,0.077250807,0.928064458
0.560208597,0.554201899,0.966923549,0.947474556,0.76574934,0.532731307,0.306618729,0.062915951,0.927870553
0.57876591,0.581332566,0.964049498,0.954846316,0.776737533,0.536165074,0.305354687,0.064497601,0.930626772
0.582492137,0.602933401,0.958564179,0.955368503,0.775640866,0.52850358,0.296707712,0.061831986,0.928065634
0.585319217,0.625420033,0.954184093,0.959356142,0.782598046,0.529569974,0.293322953,0.058715756,0.928492539
0.626994918,0.648448029,0.951500622,0.968352725,0.800964279,0.543709758,0.300519021,0.063862227,0.933335193
0.654856668,0.66309062,0.946233312,0.970295254,0.806130819,0.545699136,0.301233021,0.07292669,0.932606368
0.675189144,0.666345067,0.939406608,0.968061401,0.803433029,0.540713397,0.300942388,0.087362056,0.928572147
0.677450546,0.663843564,0.933715776,0.969261494,0.808684177,0.545533996,0.312157672,0.109578433,0.927662329
0.679101483,0.660453238,0.928228991,0.971279451,0.816707731,0.554795996,0.328923882,0.13334747,0.927719473
0.6830761,0.660224762,0.921315487,0.969442711,0.817396375,0.557057166,0.339769958,0.148952532,0.924638273
0.669757808,0.667302835,0.9136733,0.965342592,0.812960509,0.553022106,0.341998639,0.151986586,0.9195004
0.670422712,0.680626567,0.906488836,0.962054887,0.809219932,0.547817496,0.338271909,0.146462923,0.914807407
0.708268912,0.693736661,0.899228804,0.958458426,0.804632682,0.540653216,0.330027732,0.139093573,0.909752753
0.755911532,0.701239168,0.8917424,0.954565624,0.800314343,0.534531988,0.323724917,0.137844549,0.904611234
0.774639041,0.703223759,0.884183595,0.950885569,0.797689707,0.53203344,0.32405065,0.145592938,0.899949055
0.769856902,0.703804291,0.875765566,0.945205294,0.791843719,0.527716151,0.326002219,0.156027402,0.893798019
0.749127101,0.706665402,0.866370181,0.937039675,0.781146337,0.518939648,0.325330904,0.163291814,0.885589837
0.718079674,0.712596773,0.856758613,0.928240356,0.768973426,0.508556743,0.322968181,0.167192899,0.876822162
0.730166812,0.72052481,0.848085148,0.921626534,0.76084376,0.501992572,0.323303868,0.171688971,0.869878997
0.715030307,0.729787226,0.841287641,0.919413763,0.761120361,0.50360962,0.330344127,0.180303501,0.866653228
0.672713445,0.740938788,0.836215629,0.921132901,0.768813108,0.512234595,0.342848366,0.191777226,0.866757491
0.676337473,0.754354115,0.831237983,0.922783017,0.775885697,0.519402331,0.352834783,0.199988014,0.866738181
0.731799403,0.76921698,0.824439895,0.919828683,0.773331609,0.51584982,0.352105165,0.199475261,0.862634743
0.781290561,0.78450622,0.815591739,0.911954415,0.760838048,0.501747784,0.341485804,0.191496028,0.854222149
0.810408701,0.800373137,0.806030157,0.902575693,0.745613234,0.485099844,0.328562692,0.181338977,0.844561225
0.818602975,0.817587695,0.797343582,0.895529066,0.735517284,0.474193903,0.32037905,0.173249182,0.836999387
0.816371648,0.836179787,0.790622779,0.893334875,0.735710407,0.474389266,0.321213543,0.170009579,0.833720029
0.813899697,0.855335355,0.785622541,0.895311406,0.744894816,0.484482101,0.33012761,0.171608368,0.834187645
0.810309878,0.873789466,0.78067542,0.897435827,0.754821528,0.495939219,0.340178307,0.174269999,0.83492829
0.794616795,0.89060095,0.774275554,0.896117249,0.757943108,0.500715042,0.344943685,0.174473826,0.832732606
0.79053328,0.906453675,0.76604789,0.890514641,0.75239503,0.496743685,0.343119716,0.17134097,0.826796927
0.826162762,0.923276848,0.756078534,0.880937634,0.73875973,0.484603793,0.335178953,0.163960277,0.817370382
0.857599204,0.94218608,0.744410815,0.867611677,0.717441795,0.464652293,0.320822417,0.150638314,0.804648547
0.900770244,0.962471493,0.731468377,0.851588384,0.690539001,0.43900041,0.301213152,0.131737328,0.789586929
0.95567833,0.982324942,0.718614791,0.835882986,0.664131515,0.413799157,0.281265609,0.111512787,0.774851943
1,1,0.708023888,0.825036255,0.647277858,0.397962679,0.268438227,0.096708641,0.764337986
